sentid	pairid	comparison	sentence	ROI	verb	semantic	semantic_class_detailed
408	204	unexpected	David aggravated Sarah because she	4	aggravated	Psychological	StimExp
409	205	expected	Sarah aggravated John because she	4	aggravated	Psychological	StimExp
410	205	unexpected	David aggravated John because she	4	aggravated	Psychological	StimExp
411	206	expected	Sarah aggravated David because she	4	aggravated	Psychological	StimExp
412	206	unexpected	John aggravated David because she	4	aggravated	Psychological	StimExp
413	207	expected	Sarah aggravated Mary because she	4	aggravated	Psychological	StimExp
414	207	unexpected	John aggravated Mary because she	4	aggravated	Psychological	StimExp
415	208	expected	Sarah aggravated Mary because she	4	aggravated	Psychological	StimExp
416	208	unexpected	David aggravated Mary because she	4	aggravated	Psychological	StimExp
417	209	expected	John agitated David because he	4	agitated	Psychological	StimExp
418	209	unexpected	Mary agitated David because he	4	agitated	Psychological	StimExp
419	210	expected	John agitated David because he	4	agitated	Psychological	StimExp
420	210	unexpected	Sarah agitated David because he	4	agitated	Psychological	StimExp
421	211	expected	John agitated Mary because he	4	agitated	Psychological	StimExp
422	211	unexpected	Sarah agitated Mary because he	4	agitated	Psychological	StimExp
423	212	expected	John agitated Sarah because he	4	agitated	Psychological	StimExp
424	212	unexpected	Mary agitated Sarah because he	4	agitated	Psychological	StimExp
425	213	expected	David agitated John because he	4	agitated	Psychological	StimExp
426	213	unexpected	Mary agitated John because he	4	agitated	Psychological	StimExp
427	214	expected	David agitated John because he	4	agitated	Psychological	StimExp
428	214	unexpected	Sarah agitated John because he	4	agitated	Psychological	StimExp
429	215	expected	David agitated Mary because he	4	agitated	Psychological	StimExp
430	215	unexpected	Sarah agitated Mary because he	4	agitated	Psychological	StimExp
431	216	expected	David agitated Sarah because he	4	agitated	Psychological	StimExp
432	216	unexpected	Mary agitated Sarah because he	4	agitated	Psychological	StimExp
433	217	expected	Mary agitated John because she	4	agitated	Psychological	StimExp
434	217	unexpected	David agitated John because she	4	agitated	Psychological	StimExp
435	218	expected	Mary agitated David because she	4	agitated	Psychological	StimExp
436	218	unexpected	John agitated David because she	4	agitated	Psychological	StimExp
437	219	expected	Mary agitated Sarah because she	4	agitated	Psychological	StimExp
438	219	unexpected	John agitated Sarah because she	4	agitated	Psychological	StimExp
439	220	expected	Mary agitated Sarah because she	4	agitated	Psychological	StimExp
440	220	unexpected	David agitated Sarah because she	4	agitated	Psychological	StimExp
441	221	expected	Sarah agitated John because she	4	agitated	Psychological	StimExp
442	221	unexpected	David agitated John because she	4	agitated	Psychological	StimExp
443	222	expected	Sarah agitated David because she	4	agitated	Psychological	StimExp
444	222	unexpected	John agitated David because she	4	agitated	Psychological	StimExp
445	223	expected	Sarah agitated Mary because she	4	agitated	Psychological	StimExp
446	223	unexpected	John agitated Mary because she	4	agitated	Psychological	StimExp
447	224	expected	Sarah agitated Mary because she	4	agitated	Psychological	StimExp
448	224	unexpected	David agitated Mary because she	4	agitated	Psychological	StimExp
449	225	expected	John alarmed David because he	4	alarmed	Psychological	StimExp
450	225	unexpected	Mary alarmed David because he	4	alarmed	Psychological	StimExp
451	226	expected	John alarmed David because he	4	alarmed	Psychological	StimExp
452	226	unexpected	Sarah alarmed David because he	4	alarmed	Psychological	StimExp
453	227	expected	John alarmed Mary because he	4	alarmed	Psychological	StimExp
454	227	unexpected	Sarah alarmed Mary because he	4	alarmed	Psychological	StimExp
455	228	expected	John alarmed Sarah because he	4	alarmed	Psychological	StimExp
456	228	unexpected	Mary alarmed Sarah because he	4	alarmed	Psychological	StimExp
457	229	expected	David alarmed John because he	4	alarmed	Psychological	StimExp
458	229	unexpected	Mary alarmed John because he	4	alarmed	Psychological	StimExp
459	230	expected	David alarmed John because he	4	alarmed	Psychological	StimExp
460	230	unexpected	Sarah alarmed John because he	4	alarmed	Psychological	StimExp
461	231	expected	David alarmed Mary because he	4	alarmed	Psychological	StimExp
462	231	unexpected	Sarah alarmed Mary because he	4	alarmed	Psychological	StimExp
463	232	expected	David alarmed Sarah because he	4	alarmed	Psychological	StimExp
464	232	unexpected	Mary alarmed Sarah because he	4	alarmed	Psychological	StimExp
465	233	expected	Mary alarmed John because she	4	alarmed	Psychological	StimExp
466	233	unexpected	David alarmed John because she	4	alarmed	Psychological	StimExp
467	234	expected	Mary alarmed David because she	4	alarmed	Psychological	StimExp
468	234	unexpected	John alarmed David because she	4	alarmed	Psychological	StimExp
469	235	expected	Mary alarmed Sarah because she	4	alarmed	Psychological	StimExp
470	235	unexpected	John alarmed Sarah because she	4	alarmed	Psychological	StimExp
471	236	expected	Mary alarmed Sarah because she	4	alarmed	Psychological	StimExp
472	236	unexpected	David alarmed Sarah because she	4	alarmed	Psychological	StimExp
473	237	expected	Sarah alarmed John because she	4	alarmed	Psychological	StimExp
474	237	unexpected	David alarmed John because she	4	alarmed	Psychological	StimExp
475	238	expected	Sarah alarmed David because she	4	alarmed	Psychological	StimExp
476	238	unexpected	John alarmed David because she	4	alarmed	Psychological	StimExp
477	239	expected	Sarah alarmed Mary because she	4	alarmed	Psychological	StimExp
478	239	unexpected	John alarmed Mary because she	4	alarmed	Psychological	StimExp
479	240	expected	Sarah alarmed Mary because she	4	alarmed	Psychological	StimExp
480	240	unexpected	David alarmed Mary because she	4	alarmed	Psychological	StimExp
481	241	expected	John alienated David because he	4	alienated	Activity	AgP
482	241	unexpected	Mary alienated David because he	4	alienated	Activity	AgP
483	242	expected	John alienated David because he	4	alienated	Activity	AgP
484	242	unexpected	Sarah alienated David because he	4	alienated	Activity	AgP
485	243	expected	John alienated Mary because he	4	alienated	Activity	AgP
486	243	unexpected	Sarah alienated Mary because he	4	alienated	Activity	AgP
487	244	expected	John alienated Sarah because he	4	alienated	Activity	AgP
488	244	unexpected	Mary alienated Sarah because he	4	alienated	Activity	AgP
489	245	expected	David alienated John because he	4	alienated	Activity	AgP
490	245	unexpected	Mary alienated John because he	4	alienated	Activity	AgP
491	246	expected	David alienated John because he	4	alienated	Activity	AgP
492	246	unexpected	Sarah alienated John because he	4	alienated	Activity	AgP
493	247	expected	David alienated Mary because he	4	alienated	Activity	AgP
494	247	unexpected	Sarah alienated Mary because he	4	alienated	Activity	AgP
495	248	expected	David alienated Sarah because he	4	alienated	Activity	AgP
496	248	unexpected	Mary alienated Sarah because he	4	alienated	Activity	AgP
497	249	expected	Mary alienated John because she	4	alienated	Activity	AgP
498	249	unexpected	David alienated John because she	4	alienated	Activity	AgP
499	250	expected	Mary alienated David because she	4	alienated	Activity	AgP
500	250	unexpected	John alienated David because she	4	alienated	Activity	AgP
501	251	expected	Mary alienated Sarah because she	4	alienated	Activity	AgP
502	251	unexpected	John alienated Sarah because she	4	alienated	Activity	AgP
503	252	expected	Mary alienated Sarah because she	4	alienated	Activity	AgP
504	252	unexpected	David alienated Sarah because she	4	alienated	Activity	AgP
505	253	expected	Sarah alienated John because she	4	alienated	Activity	AgP
506	253	unexpected	David alienated John because she	4	alienated	Activity	AgP
507	254	expected	Sarah alienated David because she	4	alienated	Activity	AgP
508	254	unexpected	John alienated David because she	4	alienated	Activity	AgP
509	255	expected	Sarah alienated Mary because she	4	alienated	Activity	AgP
510	255	unexpected	John alienated Mary because she	4	alienated	Activity	AgP
511	256	expected	Sarah alienated Mary because she	4	alienated	Activity	AgP
512	256	unexpected	David alienated Mary because she	4	alienated	Activity	AgP
513	257	expected	John amazed David because he	4	amazed	Psychological	StimExp
514	257	unexpected	Mary amazed David because he	4	amazed	Psychological	StimExp
515	258	expected	John amazed David because he	4	amazed	Psychological	StimExp
516	258	unexpected	Sarah amazed David because he	4	amazed	Psychological	StimExp
517	259	expected	John amazed Mary because he	4	amazed	Psychological	StimExp
518	259	unexpected	Sarah amazed Mary because he	4	amazed	Psychological	StimExp
519	260	expected	John amazed Sarah because he	4	amazed	Psychological	StimExp
520	260	unexpected	Mary amazed Sarah because he	4	amazed	Psychological	StimExp
521	261	expected	David amazed John because he	4	amazed	Psychological	StimExp
522	261	unexpected	Mary amazed John because he	4	amazed	Psychological	StimExp
523	262	expected	David amazed John because he	4	amazed	Psychological	StimExp
524	262	unexpected	Sarah amazed John because he	4	amazed	Psychological	StimExp
525	263	expected	David amazed Mary because he	4	amazed	Psychological	StimExp
526	263	unexpected	Sarah amazed Mary because he	4	amazed	Psychological	StimExp
527	264	expected	David amazed Sarah because he	4	amazed	Psychological	StimExp
528	264	unexpected	Mary amazed Sarah because he	4	amazed	Psychological	StimExp
529	265	expected	Mary amazed John because she	4	amazed	Psychological	StimExp
530	265	unexpected	David amazed John because she	4	amazed	Psychological	StimExp
531	266	expected	Mary amazed David because she	4	amazed	Psychological	StimExp
532	266	unexpected	John amazed David because she	4	amazed	Psychological	StimExp
533	267	expected	Mary amazed Sarah because she	4	amazed	Psychological	StimExp
534	267	unexpected	John amazed Sarah because she	4	amazed	Psychological	StimExp
535	268	expected	Mary amazed Sarah because she	4	amazed	Psychological	StimExp
536	268	unexpected	David amazed Sarah because she	4	amazed	Psychological	StimExp
537	269	expected	Sarah amazed John because she	4	amazed	Psychological	StimExp
538	269	unexpected	David amazed John because she	4	amazed	Psychological	StimExp
539	270	expected	Sarah amazed David because she	4	amazed	Psychological	StimExp
540	270	unexpected	John amazed David because she	4	amazed	Psychological	StimExp
541	271	expected	Sarah amazed Mary because she	4	amazed	Psychological	StimExp
542	271	unexpected	John amazed Mary because she	4	amazed	Psychological	StimExp
543	272	expected	Sarah amazed Mary because she	4	amazed	Psychological	StimExp
544	272	unexpected	David amazed Mary because she	4	amazed	Psychological	StimExp
545	273	expected	John amused David because he	4	amused	Psychological	StimExp
546	273	unexpected	Mary amused David because he	4	amused	Psychological	StimExp
547	274	expected	John amused David because he	4	amused	Psychological	StimExp
548	274	unexpected	Sarah amused David because he	4	amused	Psychological	StimExp
549	275	expected	John amused Mary because he	4	amused	Psychological	StimExp
550	275	unexpected	Sarah amused Mary because he	4	amused	Psychological	StimExp
551	276	expected	John amused Sarah because he	4	amused	Psychological	StimExp
552	276	unexpected	Mary amused Sarah because he	4	amused	Psychological	StimExp
553	277	expected	David amused John because he	4	amused	Psychological	StimExp
554	277	unexpected	Mary amused John because he	4	amused	Psychological	StimExp
555	278	expected	David amused John because he	4	amused	Psychological	StimExp
556	278	unexpected	Sarah amused John because he	4	amused	Psychological	StimExp
557	279	expected	David amused Mary because he	4	amused	Psychological	StimExp
558	279	unexpected	Sarah amused Mary because he	4	amused	Psychological	StimExp
559	280	expected	David amused Sarah because he	4	amused	Psychological	StimExp
560	280	unexpected	Mary amused Sarah because he	4	amused	Psychological	StimExp
561	281	expected	Mary amused John because she	4	amused	Psychological	StimExp
562	281	unexpected	David amused John because she	4	amused	Psychological	StimExp
563	282	expected	Mary amused David because she	4	amused	Psychological	StimExp
564	282	unexpected	John amused David because she	4	amused	Psychological	StimExp
565	283	expected	Mary amused Sarah because she	4	amused	Psychological	StimExp
566	283	unexpected	John amused Sarah because she	4	amused	Psychological	StimExp
567	284	expected	Mary amused Sarah because she	4	amused	Psychological	StimExp
568	284	unexpected	David amused Sarah because she	4	amused	Psychological	StimExp
569	285	expected	Sarah amused John because she	4	amused	Psychological	StimExp
570	285	unexpected	David amused John because she	4	amused	Psychological	StimExp
571	286	expected	Sarah amused David because she	4	amused	Psychological	StimExp
572	286	unexpected	John amused David because she	4	amused	Psychological	StimExp
